AQW00061705        6090C
USC00417983        2907R
USC00417992        2695R
USC00417994        2330R
USC00418022        2272R
USC00418040        1923R
USC00418059        4089R
USC00418081        3419Q
USC00418160        2863R
USC00418169        3058R
USC00418201        1827S
USC00418221        2401R
USC00418236        1656S
USC00418252        2729R
USC00418274        2167S
USC00418305        1543R
USC00418323        1383S
USC00418354        3365R
USC00418415        2893R
USC00418433        2116R
USC00418446        2770R
USC00418449        2298R
USC00418487        3839R
USC00418523        1838R
USC00418566        1892R
USC00418583        2442R
USC00418630        2098R
USC00418646        2728R
USC00418692        1159S
USC00418714        3452R
USC00418728        3502R
USC00418743        2142S
USC00418818        1790R
USC00418861        2732R
USC00418862        2647Q
USC00418910        2502R
USC00418924        3369Q
USC00418926        2233R
USC00418942        2296S
USC00418996        2913S
USC00419014        2282R
USC00419016        2297R
USC00419031        3475R
USC00419068        2352R
USC00419088        1905S
USC00419101        2455R
USC00419163        2354R
USC00419175        1370S
USC00419191        1880S
USC00419207        2368R
USC00419268        3177R
USC00419270        1481R
USC00419295        1818R
USC00419330        1127R
USC00419346        2368R
USC00419361        3023R
USC00419367        3331R
USC00419380        1325Q
USC00419417        2740R
USC00419480        2462Q
USC00419491        2672R
USC00419499        2210S
USC00419522        2432S
USC00419532        2119R
USC00419559        3336R
USC00419565        2233S
USC00419588        4098R
USC00419711        1966R
USC00419715        2637S
USC00419754        2569Q
USC00419800        2425S
USC00419847        2283S
USC00419916        2269R
USC00419952        2920R
USC00419976        4150R
USC00420050         436R
USC00420061         662S
USC00420072          21S
USC00420074         254S
USC00420086         183S
USC00420168         102R
USC00420336        1918R
USC00420487         417Q
USC00420490        1174R
USC00420527         199R
USC00420688        1740R
USC00420730         660C
USC00420738         964S
USC00420757           4R
USC00420788        1338S
USC00420802         786R
USC00420820         959S
USC00420849         498S
USC00420900           2P
USC00420928         603S
USC00421008         140S
USC00421020        2036R
USC00421144         649S
USC00421162         763Q
USC00421163        1237S
USC00421168        1269S
USC00421171        1092S
USC00421214         483S
USC00421241        1341R
USC00421259         784Q
USC00421260         454R
USC00421308         425S
USC00421432         436R
USC00421446         601Q
USC00421590           6R
USC00421731         736R
USC00421759        1135S
USC00421918         704R
USC00422057         152S
USC00422101         859R
USC00422150        1209R
USC00422173         759R
USC00422235        1392R
USC00422253         393S
USC00422257        1056S
USC00422385         252C
USC00422418         862R
USC00422424           2R
USC00422558         540Q
USC00422561         425R
USC00422578         284R
USC00422592         686S
USC00422607         846S
USC00422696         272S
USC00422702         159Q
USC00422726         986R
USC00422798         669C
USC00422828         747S
USC00422852        1272R
USC00422864         285S
USC00422996         607R
USC00423012         346R
USC00423097        1378R
USC00423254        1004Q
USC00423348        1008R
USC00423418        1335R
USC00423486         330S
USC00423600         880R
USC00423809         526S
USC00423896         223R
USC00423980        2442R
USC00424100         991S
USC00424135         237S
USC00424174         333S
USC00424321         549Q
USC00424342         578S
USC00424362         847S
USC00424467         219R
USC00424508         952C
USC00424527        1192R
USC00424748         959R
USC00424755         376R
USC00424764         114R
USC00424856         136S
USC00424947         394R
USC00424968        2120R
USC00425065         723R
USC00425138         800R
USC00425148          98R
USC00425182         492S
USC00425186         694S
USC00425194         413S
USC00425252        1512R
USC00425268         366R
USC00425377         176R
USC00425402         454R
USC00425477         364S
USC00425582        1724S
USC00425733        1616R
USC00425805         265S
USC00425826         437S
USC00425837         325R
USC00425892         386R
USC00425969         562S
USC00426053         713S
USC00426123         374S
USC00426135         760R
USC00426181         648S
USC00426357        1139S
USC00426404        1053R
USC00426414        1016R
USC00426455         981R
USC00426534         577S
USC00426538        1046R
USC00426568         883S
USC00426601         100R
USC00426640        1344Q
USC00426644          94R
USC00426686         433R
USC00426708         836S
USC00426869         285S
USC00426919         897S
USC00427064        1053S
USC00427165          59R
USC00427260         459S
USC00427271         540S
USC00427395         531S
USC00427408         540R
USC00427516        2604R
USC00427557         646R
USC00427559         146R
USC00427606        1301R
USC00427655        1042R
USC00427686         863R
USC00427714         670R
USC00427729          26R
USC00427800         670R
USC00427846           7S
USC00427909         203R
USC00427931         553R
USC00428119         940S
USC00428465         285R
USC00428476         732Q
USC00428478         568R
USC00428668         537R
USC00428705        1194R
USC00428733         725R
USC00428771        1206S
USC00428817         875R
USC00428828         558R
USC00428847         299R
USC00428973         605R
USC00428978         917R
USC00429133         473S
USC00429136        1146S
USC00429152         951R
USC00429165         320S
USC00429368         451Q
USC00429595          51S
USC00429717        2221S
USC00430277         243R
USC00430499         489R
USC00430942         132Q
USC00431243         328S
USC00431360         184R
USC00431363         171R
USC00431565         143Q
USC00431580         430R
USC00431705         291Q
USC00432314         208Q
USC00432698         228R
USC00432769         392R
USC00432773         224Q
USC00432843         482R
USC00433400         307Q
USC00433769         252Q
USC00434120         197R
USC00434189         136R
USC00435273         453Q
USC00435376         191R
USC00435416          24C
USC00435542         268S
USC00435733         253R
USC00435740         157R
USC00435982         355Q
USC00436391         303R
USC00436500         265R
USC00436761         240R
USC00436893         249S
USC00436995         327S
USC00437032         406R
USC00437098         520R
USC00437607         499C
USC00437612         218R
USC00438160         232R
USC00438169         114Q
USC00438172         144R
USC00438600         607R
USC00438815         274R
USC00439099         217R
USC00439984         371R
USC00439988         250Q
USC00440021         797R
USC00440187        1331R
USC00440188        1126Q
USC00440243        1110R
USC00440327        1292S
USC00440385        1647R
USC00440551        1070R
USC00440720         258R
USC00440735         958R
USC00440766         574S
USC00440792         437R
USC00440860         880R
USC00440982         659R
USC00440993        1501R
USC00441082         707R
USC00441121        1307R
USC00441209         257S
USC00441322        1233S
USC00441585        1221R
USC00441593        1304S
USC00441606        1416S
USC00441614         945S
USC00441692         700R
USC00441746        1491Q
USC00441825         564R
USC00441913        1627R
USC00441986         838Q
USC00442009        1225S
USC00442044         946S
USC00442142        1217R
USC00442208         793S
USC00442245        1485R
USC00442400        1362Q
USC00442635        1481Q
USC00442663         776R
USC00442790        1491S
USC00442941        1262S
USC00443071         511R
USC00443192        1213R
USC00443204        1276R
USC00443229        1004R
USC00443267         539R
USC00443272         443Q
USC00443310         669S
USC00443565        1272Q
USC00443640         774R
USC00443713        1836Q
USC00444044        1586S
USC00444101        1862S
USC00444128         556R
USC00444414        1693S
USC00444600        1382R
USC00444768        1352R
USC00444777         660R
USC00444876        1002S
USC00444909         909S
USC00445050        1261R
USC00445096         965R
USC00445117         892R
USC00445150        1077Q
USC00445204        1309Q
USC00445300        1013R
USC00445338        1370R
USC00445595         242R
USC00445700        1000R
USC00445828         193R
USC00445851         892S
USC00445880         278R
USC00446125         658Q
USC00446147        1663Q
USC00446161        1321Q
USC00446475        1450S
USC00446491         852R
USC00446626         861R
USC00446656        1495Q
USC00446692        1103R
USC00446712        1163S
